ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxblend,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmblend,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_radvn,st_uj,st_ujerr,st_ujlim,st_ujblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_vj,st_vjerr,st_vjlim,st_vjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend,st_mips1,st_mips1err,st_mips1lim,st_mips1blend,st_mips2,st_mips2err,st_mips2lim,st_mips2blend,st_mips3,st_mips3err,st_mips3lim,st_mips3blend,st_iras1,st_iras1err,st_iras1lim,st_iras1blend,st_iras2,st_iras2err,st_iras2lim,st_iras2blend,st_iras3,st_iras3err,st_iras3lim,st_iras3blend,st_iras4,st_iras4err,st_iras4lim,st_iras4blend,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_umbjblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmicblend,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_vjmrcblend,st_jmh2,st_jmh2err,st_jmh2lim,st_jmh2blend,st_hmk2,st_hmk2err,st_hmk2lim,st_hmk2blend,st_jmk2,st_jmk2err,st_jmk2lim,st_jmk2blend,st_bmy,st_bmyerr,st_bmylim,st_bmyblend,st_m1,st_m1err,st_m1lim,st_m1blend,st_c1,st_c1err,st_c1lim,st_c1blend,st_colorn,st_spstr,st_ssperr,st_splim,st_spblend,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densblend,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_ageblend,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_vsinin,st_acts,st_actserr,st_actslim,st_actsblend,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrblend,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_publ_date,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_st_npar,pl_st_nref,rowupdate
11.418160,0.000002,0.76121070,0.00000014,00h45m40.36s,7.845021,0.000001,+07d50m42.1s,120.442132,0.000004,-54.998837,0.000002,13.561443,0.000002,2.706551,0.000002,2,7.61,0.94,-0.94,0,0,1,131.41,14.45,-18.52,0,1,-6.500,1.300,0,6.400,1.400,0,9.100,1.900,0,0,2,,,,,,0,,,,,8.786,0.020,0,0,7.822,0.013,0,0,,,,,,,,,6.159,0.023,0,0,5.774,0.044,0,0,5.595,0.021,0,0,5.535,0.164,0,0,5.472,0.055,0,0,5.568,0.015,0,0,5.535,0.045,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.964,0.024,0,0,,,,,,,,,0.385,0.050,0,0,0.179,0.049,0,0,0.564,0.031,0,0,0.592,0.003,0,0,0.379,0.004,0,0,0.422,0.006,0,0,8,G5,,0,0,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,,,,,,0,,,,,,0,,,,,,1,,,,,0,,,,,0,,,,,0,2,0,1,1,0,3,1,HD 4313,HIP 3574,,HD 4313 b,HD 4313,b,1,0,3,Radial Velocity,2009,2010-05,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_4313_b/,http://exoplanets.org/detail/HD_4313_b,356.00000000,2.60000000,-2.60000000,0,1,1.190000,0.030000,-0.030000,0,1,,,,,0,2454804.000000,80.000000,-80.000000,0,1,0.041000,0.037000,-0.037000,0,1,76.0000,80.0000,-80.0000,0,1,,,,,0,2.30000,0.20000,-0.20000,0,730.97800,63.56330,-63.56330,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,12,0,2013-04-02
12.308117,0.000003,0.82054113,0.00000018,00h49m13.95s,-24.136671,0.000002,-24d08m12.0s,113.377101,0.000053,-86.967456,0.000003,1.016693,0.000004,-26.907550,0.000003,2,17.70,0.99,-0.99,0,0,2,56.50,2.99,-3.35,0,2,84.000,1.600,0,-55.600,1.500,0,100.700,2.200,0,0,2,,,,,,0,,,,,6.852,0.015,0,0,5.890,0.009,0,0,,,,,,,,,4.338,0.248,0,0,3.717,0.242,0,1,3.691,0.036,0,1,3.634,0.375,0,0,3.272,0.263,0,0,3.686,0.013,0,0,3.635,0.022,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.200e+00,8.700e-02,0,1,3.180e+00,,1,1,1.184e+00,,1,1,-9.160e-01,,1,1,16,,,,,0.962,0.017,0,0,,,,,,,,,0.621,0.347,0,1,0.026,0.245,0,1,0.647,0.251,0,1,,,,,,,,,,,,,5,K0 IV,,0,0,3,4959.00,25.00,-25.00,0,0,2,3.16,0.08,-0.08,0,0,2,0.010,0.040,-0.040,0,0,2,[Fe/H],1.190,,,0,0,2,5.40,0.40,-0.40,0,0,2,1.74,0.20,-0.14,0,0,2,,,,,,0,,,,,,0,1.4500,,,0,0,2,0.118,0.012,0,0,1,,,,,0,,,,,0,2,0,1,1,0,3,0,HD 4732,HIP 3834,,HD 4732 b,HD 4732,b,2,0,3,Radial Velocity,2012,2013-01,1,0,0,0,0,0,0,0,,http://exoplanets.org/detail/HD_4732_b,360.20000000,1.40000000,-1.40000000,0,1,1.190000,0.050000,-0.050000,0,1,,,,,0,2454967.000000,18.000000,-18.000000,0,1,0.130000,0.060000,-0.060000,0,1,85.0000,16.0000,-16.0000,0,1,47.300,3.500,-3.500,0,1,2.37000,0.34000,-0.34000,0,753.23000,108.06000,-108.06000,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,19,0,2012-11-05
12.308117,0.000003,0.82054113,0.00000018,00h49m13.95s,-24.136671,0.000002,-24d08m12.0s,113.377101,0.000053,-86.967456,0.000003,1.016693,0.000004,-26.907550,0.000003,2,17.70,0.99,-0.99,0,0,2,56.50,2.99,-3.35,0,2,84.000,1.600,0,-55.600,1.500,0,100.700,2.200,0,0,2,,,,,,0,,,,,6.852,0.015,0,0,5.890,0.009,0,0,,,,,,,,,4.338,0.248,0,0,3.717,0.242,0,1,3.691,0.036,0,1,3.634,0.375,0,0,3.272,0.263,0,0,3.686,0.013,0,0,3.635,0.022,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.200e+00,8.700e-02,0,1,3.180e+00,,1,1,1.184e+00,,1,1,-9.160e-01,,1,1,16,,,,,0.962,0.017,0,0,,,,,,,,,0.621,0.347,0,1,0.026,0.245,0,1,0.647,0.251,0,1,,,,,,,,,,,,,5,K0 IV,,0,0,3,4959.00,25.00,-25.00,0,0,2,3.16,0.08,-0.08,0,0,2,0.010,0.040,-0.040,0,0,2,[Fe/H],1.190,,,0,0,2,5.40,0.40,-0.40,0,0,2,1.74,0.20,-0.14,0,0,2,,,,,,0,,,,,,0,1.4500,,,0,0,2,0.118,0.012,0,0,1,,,,,0,,,,,0,2,0,1,1,0,3,0,HD 4732,HIP 3834,,HD 4732 c,HD 4732,c,2,0,3,Radial Velocity,2012,2013-01,1,0,0,0,0,0,0,0,,http://exoplanets.org/detail/HD_4732_c,2732.00000000,81.00000000,-81.00000000,0,1,4.600000,0.230000,-0.230000,0,1,,,,,0,2456093.000000,103.000000,-103.000000,0,1,0.230000,0.070000,-0.070000,0,1,118.0000,15.0000,-15.0000,0,1,24.400,2.200,-2.200,0,1,2.37000,0.38000,-0.38000,0,753.23000,120.77000,-120.77000,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,19,0,2012-11-05
13.755836,0.000002,0.91705570,0.00000016,00h55m01.40s,0.789553,0.000001,+00d47m22.4s,124.845632,0.000005,-62.068868,0.000002,12.966324,0.000003,-4.699718,0.000002,2,,,,,0,1,114.00,11.00,-11.00,0,2,-4.800,0.800,0,-50.100,0.800,0,50.300,1.100,0,0,2,,,,,,0,,,,,9.040,,0,0,8.050,,0,0,,,,,,,,,6.348,0.027,0,0,5.864,0.044,0,0,5.699,0.020,0,0,5.686,0.149,0,0,5.584,0.047,0,0,5.718,0.014,0,0,5.632,0.040,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,0.990,,0,0,,,,,,,,,0.484,0.052,0,0,0.165,0.048,0,0,0.649,0.034,0,0,0.607,0.003,0,0,0.406,0.004,0,0,0.415,0.006,0,0,9,K3 IV,,0,0,4,4958.00,44.00,-44.00,0,0,2,3.45,0.06,-0.06,0,0,2,0.150,0.030,-0.030,0,0,2,[Fe/H],0.908,0.078,-0.096,0,0,2,3.85,0.40,-0.40,0,0,2,1.51,0.11,-0.11,0,0,2,,,,,0,0,3.100,0.600,-0.600,0,0,0,3.3100,0.5000,-0.5000,0,0,1,,,,,0,,,,,0,,,,,0,2,0,1,1,0,3,2,HD 5319,HIP 4297,,HD 5319 b,HD 5319,b,2,0,3,Radial Velocity,2007,2007-12,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_5319_b/,http://exoplanets.org/detail/HD_5319_b,641.00000000,2.00000000,-2.00000000,0,2,1.669700,0.003600,-0.003600,0,2,,,,,0,2456288.000000,790.000000,-790.000000,0,2,0.020000,0.030000,-0.030000,0,2,97.0000,90.0000,-90.0000,0,2,31.600,1.200,-1.200,0,2,1.76000,0.07000,-0.07000,0,559.36000,22.25000,-22.25000,0,2,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,26,0,2013-04-05
13.755836,0.000002,0.91705570,0.00000016,00h55m01.40s,0.789553,0.000001,+00d47m22.4s,124.845632,0.000005,-62.068868,0.000002,12.966324,0.000003,-4.699718,0.000002,2,,,,,0,1,114.00,11.00,-11.00,0,2,-4.800,0.800,0,-50.100,0.800,0,50.300,1.100,0,0,2,,,,,,0,,,,,9.040,,0,0,8.050,,0,0,,,,,,,,,6.348,0.027,0,0,5.864,0.044,0,0,5.699,0.020,0,0,5.686,0.149,0,0,5.584,0.047,0,0,5.718,0.014,0,0,5.632,0.040,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,0.990,,0,0,,,,,,,,,0.484,0.052,0,0,0.165,0.048,0,0,0.649,0.034,0,0,0.607,0.003,0,0,0.406,0.004,0,0,0.415,0.006,0,0,9,K3 IV,,0,0,4,4958.00,44.00,-44.00,0,0,2,3.45,0.06,-0.06,0,0,2,0.150,0.030,-0.030,0,0,2,[Fe/H],0.908,0.078,-0.096,0,0,2,3.85,0.40,-0.40,0,0,2,1.51,0.11,-0.11,0,0,2,,,,,0,0,3.100,0.600,-0.600,0,0,0,3.3100,0.5000,-0.5000,0,0,1,,,,,0,,,,,0,,,,,0,2,0,1,1,0,3,2,HD 5319,HIP 4297,,HD 5319 c,HD 5319,c,2,0,3,Radial Velocity,2014,,1,0,0,0,0,0,0,0,,,886.00000000,8.00000000,-8.00000000,0,1,2.071000,0.013000,-0.013000,0,1,,,,,0,2453453.000000,92.000000,-92.000000,0,1,0.150000,0.060000,-0.060000,0,1,252.0000,34.0000,-34.0000,0,1,18.800,1.300,-1.300,0,1,1.15000,0.08000,-0.08000,0,365.49000,25.43000,-25.43000,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,19,0,2014-12-03
14.559246,0.000002,0.97061640,0.00000010,00h58m14.22s,33.950886,0.000001,+33d57m03.2s,124.542446,0.000001,-28.899549,0.000001,27.247689,0.000002,25.432718,0.000001,2,17.19,0.83,-0.83,0,0,2,58.17,2.68,-2.95,0,2,34.600,1.400,0,-72.000,1.400,0,79.900,2.000,0,0,2,,,,,,0,,,,,6.996,0.015,0,0,5.980,0.010,0,0,,,,,,,,,4.478,0.256,0,0,3.880,0.244,0,0,3.826,0.372,0,0,3.655,0.455,0,0,3.484,0.262,0,0,3.683,0.015,0,0,3.633,0.021,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.280e+00,7.600e-02,0,0,3.469e+00,3.360e-01,0,0,1.184e+00,,1,0,-1.060e+00,,1,0,16,,,,,1.016,0.018,0,0,,,,,,,,,0.598,0.354,0,0,0.054,0.445,0,0,0.652,0.452,0,0,,,,,,,,,,,,,5,K0,,0,0,1,4854.00,25.00,,0,,2,,,,,,1,,,,,,1,,1.179,,,0,,2,5.50,0.40,,0,,2,1.55,0.23,,0,,2,,,,,,0,,,,,,0,1.3700,,,0,,2,,,,,0,,,,,0,,,,,0,2,0,1,1,0,3,0,HD 5608,HIP 4552,,HD 5608 b,HD 5608,b,1,0,3,Radial Velocity,2012,2012-12,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_5608_b/,http://exoplanets.org/detail/HD_5608_b,792.60000000,7.70000000,-7.70000000,0,1,1.900000,,,0,1,,,,,0,2452327.000000,61.000000,-61.000000,0,1,0.190000,0.061000,-0.061000,0,1,269.0000,22.0000,-22.0000,0,1,,,,,0,,,,,,,,,0,1.40000,,,0,444.94300,,,0,1,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,16,0,2013-02-22
15.138300,0.000002,1.00922000,0.00000015,01h00m33.19s,20.292484,0.000002,+20d17m32.9s,125.832726,0.000003,-42.527887,0.000002,21.830257,0.000003,12.753808,0.000002,2,6.64,1.21,-1.21,0,0,1,150.60,23.21,-33.56,0,1,3.500,1.000,0,-40.900,1.000,0,41.000,1.400,0,0,2,,,,,,0,,,,,9.113,0.022,0,0,8.114,0.014,0,0,,,,,,,,,6.239,0.018,0,0,5.725,0.022,0,0,5.621,0.016,0,0,5.593,0.139,0,0,5.535,0.049,0,0,5.597,0.014,0,0,5.490,0.037,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.999,0.026,0,0,,,,,,,,,0.514,0.028,0,0,0.104,0.027,0,0,0.618,0.024,0,0,0.630,0.003,0,0,0.343,0.005,0,0,0.460,0.008,0,0,8,G5,,0,0,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,,,,,,0,,,,,,0,,,,,,1,,,,,0,,,,,0,,,,,0,1,0,1,0,0,3,1,HD 5891,HIP 4715,,HD 5891 b,HD 5891,b,1,0,3,Radial Velocity,2011,2011-12,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_5891_b/,http://exoplanets.org/detail/HD_5891_b,177.11000000,0.32000000,-0.32000000,0,1,0.760000,0.020000,-0.020000,0,1,,,,,0,2455432.000000,10.000000,-10.000000,0,1,0.066000,0.022000,-0.022000,0,1,354.0000,20.0000,-20.0000,0,1,178.500,4.100,-4.100,0,1,7.60000,0.40000,-0.40000,0,2415.40000,127.10000,-127.10000,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,13,0,2013-04-05
16.167295,0.000002,1.07781970,0.00000014,01h04m40.15s,-39.488216,0.000001,-39d29m17.6s,291.211336,0.000009,-77.337312,0.000002,355.695159,0.000003,-41.983996,0.000002,3,24.80,0.89,-0.89,0,0,2,40.32,1.40,-1.50,0,2,-167.900,0.900,0,-526.800,0.900,0,552.900,1.300,0,0,3,22.90,0.20,-0.20,0,0,1,,,,,8.331,0.016,0,0,7.730,0.011,0,0,,,,,,,,,6.577,0.020,0,0,6.272,0.033,0,0,6.187,0.026,0,0,6.166,0.091,0,0,6.116,0.041,0,0,6.171,0.015,0,0,6.160,0.055,0,0,6.174,0.008,0,0,6.185,0.013,0,0,,,,,6.186,0.007,0,0,6.191e+00,1.000e-02,0,0,4.970e+00,1.762e+00,0,0,,,,,,,,,,,,,,,,,,,,,17,,,,,0.601,0.019,0,0,,,,,,,,,0.305,0.039,0,0,0.085,0.042,0,0,0.390,0.033,0,0,,,,,,,,,,,,,5,G2/3 V,,0,0,2,5835.00,,,0,0,2,4.60,,,0,0,2,-0.520,,,0,0,2,[Fe/H],0.050,,,0,0,1,,,,,0,0,0.79,,,0,0,2,,,,,0,0,3.800,,,0,0,0,2.3000,,,0,0,2,,,,,0,,,,,0,,,,,0,2,0,1,1,0,3,1,HD 6434,HIP 5054,,HD 6434 b,HD 6434,b,1,0,3,Radial Velocity,2003,2004-02,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_6434_b/,http://exoplanets.org/detail/HD_6434_b,21.99800000,0.00900000,-0.00900000,0,1,0.140000,,,0,1,,,,,0,2451490.800000,0.600000,-0.600000,0,1,0.170000,0.030000,-0.030000,0,1,156.0000,11.0000,-11.0000,0,1,34.200,1.100,-1.100,0,1,0.39000,,,0,123.95000,,,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,16,0,2013-04-05
16.952761,0.000003,1.13018405,0.00000017,01h07m48.66s,-8.233706,0.000002,-08d14m01.3s,135.281047,0.000008,-70.711886,0.000002,12.380155,0.000003,-14.251770,0.000002,2,18.23,0.76,-0.76,0,0,2,54.90,2.40,-2.20,0,2,190.800,1.400,0,18.800,1.200,0,191.700,1.800,0,0,2,34.75,0.00,-0.00,0,0,2,,,,,9.112,,0,0,8.450,,0,0,,,,,,,,,7.269,0.018,0,0,6.988,0.045,0,0,6.876,0.020,0,0,6.849,0.064,0,0,6.858,0.020,0,0,6.894,0.019,0,0,6.853,0.086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,0.662,,0,0,,,,,,,,,0.281,0.048,0,0,0.112,0.049,0,0,0.393,0.027,0,0,0.409,0.003,0,0,0.210,0.004,0,0,0.315,0.006,0,0,9,G5 V,,0,0,2,5746.00,19.00,-19.00,0,0,1,4.48,0.03,-0.03,0,0,1,-0.060,0.020,-0.020,0,0,1,[Fe/H],0.053,,,0,0,1,1.02,0.03,-0.03,0,0,1,0.96,,,0,0,1,,,,,0,0,,,,0,,0,1.7600,1.0000,-1.0000,0,0,2,,,,,0,,,,,0,,,,,0,1,0,1,0,0,3,0,HD 6718,HIP 5301,,HD 6718 b,HD 6718,b,1,0,3,Radial Velocity,2009,2010-11,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_6718_b/,http://exoplanets.org/detail/HD_6718_b,2496.00000000,176.00000000,-176.00000000,0,1,3.560000,0.240000,-0.150000,0,1,,,,,0,2454357.000000,251.000000,-251.000000,0,1,0.100000,0.110000,-0.040000,0,1,286.0000,64.0000,-35.0000,0,1,24.100,1.500,-1.500,0,1,1.56000,0.11000,-0.10000,0,496.00000,35.00000,-32.00000,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,13,0,2015-03-26
17.696762,0.000001,1.17978414,0.00000010,01h10m47.22s,-66.188164,0.000001,-66d11m17.4s,299.842421,0.000001,-50.823757,0.000002,326.839338,0.000003,-62.647988,0.000001,2,27.87,0.69,-0.69,0,0,1,35.88,0.87,-0.91,0,1,112.000,1.300,0,-120.900,1.600,0,164.800,2.100,0,0,2,4.80,,,0,0,1,,,,,8.892,0.017,0,0,8.027,0.011,0,0,,,,,,,,,6.664,0.024,0,0,6.329,0.029,0,0,6.229,0.018,0,0,6.187,0.115,0,0,6.073,0.029,0,0,6.207,0.015,0,0,6.155,0.046,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.865,0.020,0,0,,,,,,,,,0.335,0.038,0,0,0.100,0.034,0,0,0.435,0.030,0,0,0.518,0.003,0,0,0.314,0.004,0,0,0.444,0.006,0,0,8,K0 IV/V,,0,0,3,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,,,0,,,,,,1,,,,,,0,,,,,,0,2.5000,0.5000,-0.5000,0,0,1,,,,,0,,,,,0,,,,,0,1,0,1,0,0,3,0,HD 7199,HIP 5529,,HD 7199 b,HD 7199,b,1,0,3,Radial Velocity,2011,2011-11,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_7199_b/,http://exoplanets.org/detail/HD_7199_b,615.00000000,7.00000000,-7.00000000,0,1,1.360000,0.020000,-0.020000,0,1,,,,,0,2455030.000000,277.000000,-277.000000,0,1,0.190000,0.190000,-0.130000,0,1,155.0000,90.0000,-64.0000,0,1,,,,,0,0.29000,0.02300,-0.02300,0,92.16680,7.30978,-7.30978,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,11,0,2013-04-05
18.622173,0.000002,1.24147822,0.00000012,01h14m29.32s,-5.047387,0.000001,-05d02m50.6s,137.918787,0.000005,-67.246005,0.000002,15.221056,0.000002,-11.961114,0.000002,2,25.96,0.77,-0.77,0,0,1,38.52,1.11,-1.18,0,1,-161.800,1.000,0,-137.300,1.000,0,212.200,1.400,0,0,2,-20.00,0.20,-0.20,0,0,1,,,,,8.077,0.016,0,0,7.483,0.011,0,0,,,,,,,,,6.425,0.023,0,0,6.179,0.042,0,0,6.084,0.029,0,0,6.076,0.108,0,0,6.021,0.036,0,0,6.112,0.016,0,0,6.102,0.056,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.594,0.019,0,0,,,,,,,,,0.246,0.048,0,0,0.095,0.051,0,0,0.341,0.037,0,0,0.371,0.003,0,0,0.161,0.004,0,0,0.323,0.006,0,0,8,G0 V,,0,0,3,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,,,0,,,,,,1,,,,,,0,,,,,,0,3.0000,,,0,0,1,,,,,0,,,,,0,,,,,0,1,0,1,0,0,3,0,HD 7449,HIP 5806,,HD 7449 b,HD 7449,b,2,0,3,Radial Velocity,2011,2011-11,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_7449_b/,http://exoplanets.org/detail/HD_7449_b,1275.00000000,15.00000000,-11.00000000,0,1,2.300000,0.040000,-0.040000,0,1,,,,,0,2455298.000000,31.000000,-22.000000,0,1,0.820000,0.060000,-0.060000,0,1,-21.0000,6.0000,-6.0000,0,1,,,,,0,1.11000,0.27000,-0.37000,0,352.77600,85.81050,-117.59200,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,11,0,2013-04-05
