ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxblend,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmblend,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_radvn,st_uj,st_ujerr,st_ujlim,st_ujblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_vj,st_vjerr,st_vjlim,st_vjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend,st_mips1,st_mips1err,st_mips1lim,st_mips1blend,st_mips2,st_mips2err,st_mips2lim,st_mips2blend,st_mips3,st_mips3err,st_mips3lim,st_mips3blend,st_iras1,st_iras1err,st_iras1lim,st_iras1blend,st_iras2,st_iras2err,st_iras2lim,st_iras2blend,st_iras3,st_iras3err,st_iras3lim,st_iras3blend,st_iras4,st_iras4err,st_iras4lim,st_iras4blend,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_umbjblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmicblend,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_vjmrcblend,st_jmh2,st_jmh2err,st_jmh2lim,st_jmh2blend,st_hmk2,st_hmk2err,st_hmk2lim,st_hmk2blend,st_jmk2,st_jmk2err,st_jmk2lim,st_jmk2blend,st_bmy,st_bmyerr,st_bmylim,st_bmyblend,st_m1,st_m1err,st_m1lim,st_m1blend,st_c1,st_c1err,st_c1lim,st_c1blend,st_colorn,st_spstr,st_ssperr,st_splim,st_spblend,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densblend,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_ageblend,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_vsinin,st_acts,st_actserr,st_actslim,st_actsblend,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrblend,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_publ_date,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_st_npar,pl_st_nref,rowupdate
284.296051,0.000017,18.95307007,0.00000111,18h57m11.05s,51.269138,0.000017,+51d16m08.9s,81.208297,0.000020,19.983625,0.000015,302.134949,0.000053,73.114924,0.000019,1,,,,,,0,411.00,26.00,-26.00,0,1,,,,,,,,,,,0,-20.53,0.10,,0,,1,,,,,,,,,13.230,0.320,0,0,,,,,,,,,12.092,0.027,0,0,11.714,0.032,0,0,11.667,0.020,0,0,11.623,0.023,0,0,11.670,0.021,0,0,11.564,0.119,0,0,9.297,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.378,0.042,0,0,0.047,0.038,0,0,0.425,0.034,0,0,,,,,,,,,,,,,3,,,,,0,5500.00,100.00,,0,,1,,,,,,0,,,,,,0,,-0.208,0.071,,0,,1,0.88,0.06,,0,,1,0.93,0.04,,0,,1,,,,,,0,,,,,,0,3.0700,0.5000,,0,,1,,,,,0,,,,,0,,,,,0,1,0,0,1,0,3,0,,,,HAT-P-37 b,HAT-P-37,b,1,0,3,Transit,2011,2012-07,1,0,0,1,0,0,0,0,http://exoplanet.eu/catalog/hat-p-37_b/,http://exoplanets.org/detail/HAT-P-37_b,2.79743600,0.00000700,-0.00000700,0,1,0.037900,0.000600,-0.000600,0,1,86.900,0.400,-0.500,0,1,,,,,0,0.058000,0.038000,-0.038000,0,1,164.0000,84.0000,-84.0000,0,1,177.700,14.800,-14.800,0,1,,,,,,,,,0,1.16900,0.10300,-0.10300,0,371.52800,32.73500,-32.73500,0,1,1.178,0.077,-0.077,0,13.204,0.863,-0.863,0,0.121,0.008,-0.008,0,1,0.89000,0.19000,-0.19000,0,1,1271.00,47.00,-47.00,0,1,,,,,0,1.899000,0.084000,-0.082000,0,1,0.0971000,0.0015000,-0.0015000,0,1,2455642.143180,0.000290,-0.000290,0,1,BJD-UTC,0.5050,0.0410,-0.0620,0,1,,,,,0,9.320000,0.420000,-0.570000,0,1,0.13780,0.00300,-0.00300,0,1,20,0,2013-02-28
35.383232,0.000019,2.35888214,0.00000130,02h21m31.98s,32.246151,0.000017,+32d14m46.1s,144.229090,0.000024,-26.872603,0.000022,43.813196,0.000022,17.141045,0.000021,1,,,,,,0,249.00,26.00,-19.00,0,1,,,,,,,,,,,0,-19.70,0.10,,0,,1,,,,,,,,,12.557,0.094,0,0,,,,,,,,,10.989,0.018,0,0,10.593,0.019,0,0,10.501,0.014,0,0,10.448,0.022,0,0,10.501,0.021,0,0,10.361,0.080,0,0,8.568,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.396,0.026,0,0,0.092,0.024,0,0,0.488,0.023,0,0,,,,,,,,,,,,,3,,,,,0,5330.00,100.00,,0,,1,,,,,,0,,,,,,0,,-0.208,0.100,,0,,1,0.92,0.10,,0,,1,0.89,0.04,,0,,1,,,,,,0,,,,,,0,0.4000,0.5000,,0,,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,3,0,,,,HAT-P-38 b,HAT-P-38,b,1,0,3,Transit,2012,2012-10,1,0,0,1,0,0,0,0,http://exoplanet.eu/catalog/hat-p-38_b/,http://exoplanets.org/detail/HAT-P-38_b,4.64038200,0.00003200,-0.00003200,0,1,0.052300,0.000900,-0.000900,0,1,88.300,0.700,-0.700,0,1,,,,,0,0.067000,0.047000,-0.047000,0,1,240.0000,104.0000,-104.0000,0,1,35.400,2.400,-2.400,0,1,,,,,,,,,0,0.26700,0.02000,-0.02000,0,84.85700,6.35600,-6.35600,0,1,0.825,0.092,-0.063,0,9.247,1.031,-0.706,0,0.085,0.009,-0.006,0,1,0.59000,0.16000,-0.16000,0,1,1082.00,55.00,-55.00,0,1,,,,,0,,,,,0,0.1267000,0.0015000,-0.0015000,0,1,2455863.119570,0.000350,-0.000350,0,1,BJD-UTC,0.3720,0.0940,-0.1320,0,1,,,,,0,12.170000,1.040000,-1.040000,0,1,0.09180,0.00160,-0.00160,0,1,19,0,2013-02-28
113.758247,0.000017,7.58388316,0.00000111,07h35m01.98s,17.830082,0.000017,+17d49m48.3s,201.417298,0.000023,17.446361,0.000021,112.603822,0.000018,-3.764277,0.000019,1,,,,,,0,642.00,29.00,-29.00,0,1,,,,,,,,,,,0,28.42,0.28,,0,,1,,,,,,,,,12.422,,0,0,,,,,,,,,11.424,0.020,0,0,11.184,0.022,0,0,11.157,0.020,0,0,11.132,0.023,0,0,11.152,0.021,0,0,11.094,0.151,0,0,9.066,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.240,0.030,0,0,0.027,0.030,0,0,0.267,0.028,0,0,,,,,,,,,,,,,3,,,,,0,6430.00,100.00,,0,,1,,,,,,0,,,,,,0,,0.607,0.055,,0,,1,1.62,0.08,,0,,1,1.40,0.05,,0,,1,,,,,,0,,,,,,0,12.7000,0.5000,,0,,1,,,,,0,,,,,0,,,,,0,1,0,0,1,0,3,0,,,,HAT-P-39 b,HAT-P-39,b,1,0,3,Transit,2012,2012-11,1,0,0,1,0,0,0,0,http://exoplanet.eu/catalog/hat-p-39_b/,http://exoplanets.org/detail/HAT-P-39_b,3.54387000,0.00000500,-0.00000500,0,1,0.050900,0.000600,-0.000600,0,1,87.000,1.000,-1.000,0,1,,,,,0,0.000000,,,0,1,,,,,0,63.600,10.400,-10.400,0,1,,,,,,,,,0,0.59900,0.09900,-0.09900,0,190.37200,31.46400,-31.46400,0,1,1.571,0.108,-0.081,0,17.609,1.211,-0.908,0,0.162,0.011,-0.008,0,1,0.19000,0.04000,-0.04000,0,1,1752.00,43.00,-43.00,0,1,,,,,0,0.999000,,,0,1,0.1745000,0.0017000,-0.0017000,0,1,2455208.750490,0.000410,-0.000410,0,1,BJD-UTC,0.3490,0.0850,-0.1200,0,1,,,,,0,6.740000,0.250000,-0.250000,0,1,0.09930,0.00250,-0.00250,0,1,19,0,2013-02-28
335.512848,0.000019,22.36752319,0.00000130,22h22m03.08s,45.457378,0.000017,+45d27m26.6s,97.343605,0.000021,-9.862857,0.000021,1.503908,0.000032,50.314872,0.000021,1,,,,,,0,501.00,16.00,-16.00,0,1,,,,,,,,,,,0,-25.00,0.10,,0,,1,,,,,,,,,11.699,,0,0,,,,,,,,,10.367,0.023,0,0,10.085,0.020,0,0,10.009,0.018,0,0,9.975,0.021,0,0,10.011,0.018,0,0,9.959,0.046,0,0,8.310,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0.282,0.030,0,0,0.076,0.027,0,0,0.358,0.029,0,0,,,,,,,,,,,,,3,,,,,0,6080.00,100.00,,0,,1,,,,,,0,,,,,,0,,0.778,0.047,,0,,1,2.21,0.06,,0,,1,1.51,0.11,,0,,1,,,,,,0,,,,,,0,6.9000,0.5000,,0,,1,,,,,0,,,,,0,,,,,0,1,0,0,1,0,3,0,,,,HAT-P-40 b,HAT-P-40,b,1,0,3,Transit,2012,2012-11,1,0,0,1,0,0,0,0,http://exoplanet.eu/catalog/hat-p-40_b/,http://exoplanets.org/detail/HAT-P-40_b,4.45724300,0.00001000,-0.00001000,0,1,0.060800,0.000600,-0.001500,0,1,88.300,0.900,-0.900,0,1,,,,,0,0.000000,,,0,1,,,,,0,58.100,2.900,-2.900,0,1,,,,,,,,,0,0.61500,0.03800,-0.03800,0,195.45700,12.07700,-12.07700,0,1,1.730,0.062,-0.062,0,19.392,0.695,-0.695,0,0.178,0.006,-0.006,0,1,0.15000,0.01000,-0.01000,0,1,1770.00,33.00,-33.00,0,1,,,,,0,0.404000,,,0,1,0.2557000,0.0014000,-0.0014000,0,1,2455813.175840,0.000540,-0.000540,0,1,BJD-UTC,0.1740,0.0910,-0.0770,0,1,,,,,0,5.920000,0.060000,-0.140000,0,1,0.08070,0.00140,-0.00140,0,1,19,0,2013-02-28
278.064552,0.000002,18.53763683,0.00000011,18h32m15.49s,6.945749,0.000002,+06d56m44.7s,36.967568,0.000003,7.411306,0.000002,279.265368,0.000002,30.126026,0.000002,2,,,,,0,0,90.00,,,0,1,,,,,,,,,,,0,13.64,0.00,-0.00,0,0,1,,,,,8.934,0.017,0,0,8.310,,0,0,,,,,,,,,6.990,0.027,0,0,6.663,0.036,0,0,6.604,0.027,0,0,6.550,0.050,0,0,6.487,0.021,0,1,6.534,0.016,0,0,6.476,0.064,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.642,0.021,0,0,,,,,,,,,0.327,0.045,0,0,0.059,0.045,0,0,0.386,0.038,0,0,0.428,0.003,,0,0.159,0.004,,0,0.330,0.006,,0,8,G0,,0,0,2,5663.00,20.00,-20.00,0,0,2,3.84,0.05,-0.05,0,0,2,-0.490,0.020,-0.020,0,0,2,[Fe/H],,,,,0,1,1.95,0.26,-0.26,0,0,2,0.99,0.08,-0.08,0,0,2,,,,,0,0,8.500,2.500,-2.500,0,0,0,2.3000,,,0,0,2,,,,,0,,,,,0,,,,,0,1,0,0,1,0,3,0,HD 171028,,,HD 171028 b,HD 171028,b,1,0,3,Radial Velocity,2007,2007-11,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_171028_b/,http://exoplanets.org/detail/HD_171028_b,550.00000000,3.00000000,-3.00000000,0,1,1.320000,,,0,1,,,,,0,2454187.000000,1.000000,-1.000000,0,1,0.590000,0.010000,-0.010000,0,1,304.0000,1.0000,-1.0000,0,1,60.600,1.000,-1.000,0,1,1.98000,,,0,629.28000,,,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,18,0,2013-03-12
278.681976,0.000004,18.57879842,0.00000025,18h34m43.67s,-28.072313,0.000002,-28d04m20.3s,5.945468,0.000004,-9.054434,0.000004,277.681876,0.000003,-4.864245,0.000003,2,22.70,1.27,-1.27,0,0,2,44.05,2.33,-2.61,0,1,-31.400,1.600,0,-111.100,1.900,0,115.500,2.500,0,0,2,21.64,0.00,-0.00,0,0,2,,,,,9.410,0.029,0,0,8.660,,0,0,,,,,,,,,7.244,0.019,0,0,6.868,0.022,0,0,6.831,0.017,0,0,6.781,0.076,0,0,6.835,0.021,0,1,6.831,0.018,0,0,6.618,0.077,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,0.758,0.035,0,0,,,,,,,,,0.376,0.029,0,0,0.037,0.028,0,0,0.413,0.025,0,0,0.475,0.003,0,0,0.312,0.000,0,0,0.337,0.022,0,0,8,K0 V,,0,0,3,5467.00,55.00,-55.00,0,0,1,4.43,0.04,-0.04,0,0,1,0.170,0.070,-0.070,0,0,1,[Fe/H],,,,,0,0,,,,,0,0,0.94,0.03,-0.03,0,0,1,,,,,0,0,4.920,4.110,-4.110,0,0,0,1.4800,,,0,0,2,,,,,0,,,,,0,,,,,0,1,0,1,0,0,3,1,HD 171238,HIP 91085,,HD 171238 b,HD 171238,b,1,0,3,Radial Velocity,2009,2010-02,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_171238_b/,http://exoplanets.org/detail/HD_171238_b,1523.00000000,40.00000000,-45.00000000,0,1,2.540000,0.060000,-0.060000,0,1,,,,,0,2455062.000000,20.000000,-20.000000,0,1,0.400000,0.061000,-0.065000,0,1,47.0000,9.9000,-9.8000,0,1,52.200,1.800,-1.800,0,1,2.60000,0.15000,-0.15000,0,826.32000,47.67000,-47.67000,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,11,0,2013-03-12
280.900452,0.000001,18.72669678,0.00000007,18h43m36.11s,36.556606,0.000002,+36d33m23.8s,65.742045,0.000002,17.219425,0.000001,287.331149,0.000002,59.341803,0.000002,2,7.41,0.53,-0.53,0,0,2,134.95,9.01,-10.40,0,2,20.100,1.400,0,57.500,1.400,0,60.900,2.000,0,0,2,,,,,,0,,,,,7.094,0.015,0,0,6.057,,0,0,,,,,,,,,4.580,0.264,0,0,3.929,0.232,0,0,3.814,0.354,0,0,3.612,0.312,0,1,3.296,0.214,0,1,3.640,0.032,0,1,3.524,0.020,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.183e+00,5.400e-02,0,0,3.107e+00,8.700e-02,0,0,1.184e+00,,1,0,-2.396e+00,,1,0,17,,,,,1.057,0.018,0,0,,,,,,,,,0.651,0.351,0,0,0.115,0.423,0,0,0.766,0.442,0,0,,,,,,,,,,,,,5,G8,,0,0,2,4683.00,100.00,-100.00,0,0,1,2.48,0.10,-0.10,0,0,1,-0.220,0.090,-0.090,0,0,1,[Fe/H],1.892,0.052,-0.060,0,0,1,13.50,0.90,-0.90,0,0,1,2.00,0.30,-0.30,0,0,2,,,,,0,0,,,,0,,0,,,,,,0,,,,,0,,,,,0,,,,,0,3,0,1,2,0,3,0,HD 173416,HIP 91852,,HD 173416 b,HD 173416,b,1,0,3,Radial Velocity,2008,2009-01,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_173416_b/,http://exoplanets.org/detail/HD_173416_b,323.60000000,2.20000000,-2.20000000,0,1,1.160000,0.060000,-0.060000,0,2,,,,,0,2453465.800000,8.300000,-8.300000,0,1,0.210000,0.040000,-0.040000,0,1,254.0000,11.0000,-11.0000,0,1,51.800,2.000,-2.000,0,1,2.70000,0.30000,-0.30000,0,858.10000,95.30000,-95.30000,0,2,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,16,0,2013-03-12
285.003479,0.000001,19.00023193,0.00000007,19h00m00.83s,-69.944244,0.000002,-69d56m39.3s,325.362763,0.000002,-26.087942,0.000001,277.464656,0.000001,-46.893447,0.000002,2,14.92,0.91,-0.91,0,0,1,67.02,3.85,-4.35,0,1,-6.900,1.200,0,-190.600,1.100,0,190.700,1.600,0,0,2,,,,,,0,,,,,8.780,0.015,0,0,8.000,0.010,0,0,,,,,,,,,6.713,0.019,0,0,6.381,0.018,0,0,6.288,0.018,0,0,6.311,0.132,0,0,6.240,0.027,0,0,6.298,0.015,0,0,6.274,0.111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.780,0.018,0,0,,,,,,,,,0.332,0.026,0,0,0.093,0.025,0,0,0.425,0.026,0,0,0.465,0.003,0,0,0.254,0.005,0,0,0.414,0.005,0,0,8,G5 IV/V,,0,0,2,,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,2,0,1,1,0,3,0,HD 175167,HIP 93281,,HD 175167 b,HD 175167,b,1,0,3,Radial Velocity,2009,2010-03,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_175167_b/,http://exoplanets.org/detail/HD_175167_b,1290.00000000,22.00000000,-22.00000000,0,1,2.400000,0.050000,-0.050000,0,1,,,,,0,2453598.000000,48.000000,-48.000000,0,1,0.540000,0.090000,-0.090000,0,1,342.0000,9.0000,-9.0000,0,1,,,,,0,7.80000,3.50000,-3.50000,0,2478.97000,1112.36000,-1112.36000,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,6,0,2013-03-12
283.920349,0.000002,18.92802327,0.00000016,18h55m40.88s,4.265325,0.000002,+04d15m55.2s,37.211461,0.000003,1.001771,0.000003,285.613190,0.000003,26.953257,0.000002,2,7.84,1.13,-1.13,0,0,2,127.55,16.07,-21.48,0,3,-7.800,1.300,0,-90.200,1.300,0,90.500,1.800,0,0,2,19.70,,,0,0,2,,,,,8.910,,0,0,8.030,,0,0,7.538,,0,0,7.088,,0,0,6.387,0.025,0,0,5.952,0.029,0,0,5.829,0.021,0,0,5.710,0.085,0,1,5.612,0.043,0,1,5.843,0.018,0,0,5.898,0.084,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,0.900,,0,0,0.922,,0,0,0.472,,0,0,0.435,0.038,0,0,0.123,0.036,0,0,0.558,0.033,0,0,0.564,0.003,0,0,0.294,0.004,0,0,0.413,0.006,0,0,13,G8 IV,,0,0,3,5060.00,44.00,-44.00,0,0,3,3.52,0.30,-0.30,0,0,3,-0.070,0.040,-0.040,0,0,3,[Fe/H],0.934,0.015,-0.015,0,0,2,3.80,0.09,-0.09,0,0,2,1.65,0.12,-0.12,0,0,2,,,,,0,0,1.900,1.000,-1.000,0,0,0,2.9000,0.5000,-0.5000,0,0,4,0.126,0.016,0,0,2,-5.230,,0,0,1,,,,,0,2,0,1,1,0,3,1,HD 175541,HIP 92895,,HD 175541 b,HD 175541,b,1,0,3,Radial Velocity,2007,2007-08,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_175541_b/,http://exoplanets.org/detail/HD_175541_b,297.30000000,0.60000000,-0.60000000,0,1,1.030000,,,0,1,,,,,0,2450213.000000,20.000000,-20.000000,0,1,0.330000,0.200000,-0.200000,0,1,183.0000,30.0000,-30.0000,0,1,14.000,2.000,-2.000,0,1,0.61000,,,0,193.87000,,,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,22,0,2013-03-12
286.336548,0.000001,19.08910319,0.00000008,19h05m20.77s,25.920660,0.000002,+25d55m14.4s,57.684200,0.000002,8.671962,0.000002,292.262418,0.000002,48.105189,0.000002,2,16.94,0.76,-0.76,0,0,2,59.03,2.54,-2.77,0,2,-40.200,1.400,0,-50.700,1.300,0,64.700,1.900,0,0,2,-72.20,,,0,0,2,,,,,8.268,0.016,0,0,7.177,0.010,0,0,,,,,,,,,5.367,0.018,0,0,4.954,0.044,0,0,4.809,0.027,0,0,4.785,0.203,0,0,4.649,0.062,0,0,4.784,0.016,0,1,4.732,0.028,0,0,,,,,,,,,,,,,,,,,4.778e+00,3.500e-02,0,0,5.282e+00,6.110e-01,0,0,,,,,4.225e+00,9.800e-02,0,0,3.575e+00,,1,0,1.184e+00,,1,0,-1.549e+00,,1,0,20,,,,,1.091,0.019,0,0,,,,,,,,,0.413,0.048,0,0,0.145,0.052,0,0,0.558,0.032,0,0,,,,,,,,,,,,,5,K0,,0,0,1,,,,,,3,,,,,,3,,,,,,3,,,,,,,1,,,,,,1,,,,,,2,,,,,,0,,,,,,0,2.5000,0.5000,-0.5000,0,0,2,0.125,0.016,0,0,2,,,,,0,,,,,0,3,0,1,2,0,3,6,HD 177830,HIP 93746,,HD 177830 b,HD 177830,b,2,0,3,Radial Velocity,1999,2000-06,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_177830_b/,http://exoplanets.org/detail/HD_177830_b,406.60000000,0.40000000,-0.40000000,0,2,1.221800,0.000800,-0.000800,0,2,,,,,0,2450154.000000,35.000000,-35.000000,0,2,0.009000,0.004000,-0.004000,0,2,85.0000,31.0000,-31.0000,0,2,,,,,1,1.49000,0.03000,-0.03000,0,473.54700,9.53450,-9.53450,0,2,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,26,0,2013-03-12
286.336548,0.000001,19.08910319,0.00000008,19h05m20.77s,25.920660,0.000002,+25d55m14.4s,57.684200,0.000002,8.671962,0.000002,292.262418,0.000002,48.105189,0.000002,2,16.94,0.76,-0.76,0,0,2,59.03,2.54,-2.77,0,2,-40.200,1.400,0,-50.700,1.300,0,64.700,1.900,0,0,2,-72.20,,,0,0,2,,,,,8.268,0.016,0,0,7.177,0.010,0,0,,,,,,,,,5.367,0.018,0,0,4.954,0.044,0,0,4.809,0.027,0,0,4.785,0.203,0,0,4.649,0.062,0,0,4.784,0.016,0,1,4.732,0.028,0,0,,,,,,,,,,,,,,,,,4.778e+00,3.500e-02,0,0,5.282e+00,6.110e-01,0,0,,,,,4.225e+00,9.800e-02,0,0,3.575e+00,,1,0,1.184e+00,,1,0,-1.549e+00,,1,0,20,,,,,1.091,0.019,0,0,,,,,,,,,0.413,0.048,0,0,0.145,0.052,0,0,0.558,0.032,0,0,,,,,,,,,,,,,5,K0,,0,0,1,,,,,,3,,,,,,3,,,,,,3,,,,,,,1,,,,,,1,,,,,,2,,,,,,0,,,,,,0,2.5000,0.5000,-0.5000,0,0,2,0.125,0.016,0,0,2,,,,,0,,,,,0,3,0,1,2,0,3,6,HD 177830,HIP 93746,,HD 177830 c,HD 177830,c,2,0,3,Radial Velocity,2010,2011-02,1,0,0,0,0,0,0,0,http://exoplanet.eu/catalog/hd_177830_c/,,110.90000000,0.10000000,-0.10000000,0,1,0.513700,0.000300,-0.000300,0,1,,,,,0,2450179.000000,7.000000,-7.000000,0,1,0.300000,0.100000,-0.100000,0,1,110.0000,29.0000,-29.0000,0,1,,,,,0,0.15000,0.02000,-0.02000,0,47.67250,6.35633,-6.35633,0,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,19,0,2013-03-12
